"","X.3","X.2","X.1","X","squirrel_id","grid_year","yearn","mid","locx","locy","litter","nest","n_pups","date","julian_date","year","t_return","return_lat","t_move","m_return","observer","nest_type","cones_counts","mustelid_tracks","LRS","mom_age","predator","month","scaled_lat","males","dist","age_sq","average_growth","scaled_pups","m_return_numeric","percent_return","observations","litter_id","julian_part","grid","locY","locX","local.density","scaled_julian_date","scaled_density","ARS"
"595",595,96,96,96,11775,"KL_2016",2016,"B.5.",2.5,5.5,1,1,2,"5/12/16",133,"nonmast",NA,420,NA,"n","ERS",NA,0,32,26,6,"low predator",5,0.735397158,2.071839496,5.1,36,NA,-0.508965669,0,0,2,7042,131,"KL",5.5,2.5,3.578631857,-0.014415344,0.989781078,0
"596",596,116,116,116,21155,"KL_2016",2016,"C.0.",3.5,0.5,1,2,2,"4/30/16",121,"nonmast",NA,420,NA,"n","SMK","wb",0,19,1,3,"low predator",4,0.735397158,0,4.701063709,9,NA,-0.508965669,0,33.33333333,3,6644,94,"KL",0.5,3.5,0,-1.188098557,-0.973634567,0
"597",597,134,134,134,19983,"KL_2016",2016,"I11.",9,11.5,1,2,3,"5/3/16",124,"nonmast",NA,420,NA,"n","JGR",NA,0,32,NA,2,"low predator",5,0.735397158,3.013584721,0.1,4,NA,1.119724473,0,50,2,6535,99,"KL",11.5,9,3.955329947,-1.029492717,1.196456409,1
"598",598,157,157,157,11256,"KL_2016",2016,"E.5",5.5,5,1,1,2,"5/7/16",128,"nonmast",NA,420,NA,"n","JGR","wb",0,32,28,7,"low predator",5,0.735397158,1.506792361,5.203844733,49,NA,-0.508965669,0,0,1,6424,126,"KL",5,5.5,4.708726127,-0.173021183,1.60980707,0
"599",599,164,164,164,20191,"KL_2016",2016,"K7.",11,7.5,1,2,3,"5/14/16",135,"nonmast",NA,420,NA,"n","BMT",NA,0,19,4,3,"low predator",5,0.735397158,2.071839496,0.141421356,9,NA,1.119724473,0,75,4,6553,109,"KL",7.5,11,3.955329947,-0.712281038,1.196456409,0
"600",600,172,172,172,12427,"KL_2016",2016,"K19",11,19,1,2,3,"5/9/16",130,"nonmast",NA,420,NA,"n","SBS","grass",0,32,0,6,"low predator",5,0.735397158,0.941745225,0.141421356,36,NA,1.119724473,0,50,2,6455,105,"KL",19,11,2.825235676,-0.83916571,0.576430415,0
"601",601,173,173,173,21215,"KL_2016",2016,"K17.",11,17.5,1,2,2,"5/12/16",133,"nonmast",NA,420,NA,"n","DWI",NA,0,32,NA,2,"low predator",5,0.735397158,1.318443316,0.1,4,NA,-0.508965669,0,0,4,6647,110,"KL",17.5,11,3.578631857,-0.68055987,0.989781078,0
"602",602,174,174,174,21215,"KL_2016",2016,"K17.",11,17.5,1,1,2,"5/2/16",123,"nonmast",NA,420,NA,"n","ZCF",NA,0,32,NA,2,"low predator",5,0.735397158,1.318443316,0.1,4,NA,-0.508965669,0,0,4,6647,110,"KL",17.5,11,3.578631857,-0.68055987,0.989781078,0
"603",603,215,215,215,12305,"KL_2016",2016,"H.6",8.5,6,1,2,3,"5/14/16",135,"nonmast",NA,420,NA,"n","FVK",NA,0,32,8,6,"low predator",5,0.735397158,1.883490451,5.0009999,36,NA,1.119724473,0,0,2,6451,109,"KL",6,8.5,4.708726127,-0.712281038,1.60980707,0
"604",604,216,216,216,12305,"KL_2016",2016,"H.6",8.5,6,1,1,3,"4/19/16",110,"nonmast",NA,420,NA,"n","ABM","wb",0,32,8,6,"low predator",4,0.735397158,0,5.0009999,36,NA,1.119724473,0,0,2,6451,109,"KL",6,8.5,0,-0.712281038,-0.973634567,0
"605",605,316,316,316,19706,"KL_2016",2016,"n.10.",14.5,10.5,1,1,3,"4/17/16",108,"nonmast",NA,420,NA,"n","ABM",NA,0,32,NA,3,"low predator",4,0.735397158,0,5.2,9,NA,1.119724473,0,50,2,6520,108,"KL",10.5,14.5,0,-0.744002206,-0.973634567,0
"606",606,336,336,336,19707,"KL_2016",2016,"P.9.",16.5,9.5,1,2,2,"5/10/16",131,"nonmast",NA,420,NA,"n","CFH","grass",0,32,0,3,"low predator",5,0.735397158,0,5.813776741,9,NA,-0.508965669,0,0,2,6521,102,"KL",9.5,16.5,1.695141406,-0.934329214,-0.043595578,0
"607",607,337,337,337,19707,"KL_2016",2016,"P.9.",16.5,9.5,1,1,2,"4/14/16",105,"nonmast",NA,420,NA,"n","JGR","wb",0,32,0,3,"low predator",4,0.735397158,0,5.813776741,9,NA,-0.508965669,0,0,2,6521,102,"KL",9.5,16.5,0,-0.934329214,-0.973634567,0
"608",608,361,361,361,20920,"KL_2016",2016,"-0.12",-0.5,12,1,2,3,"5/23/16",144,"nonmast",NA,420,NA,"n","yS","grass",0,19,0,3,"low predator",5,0.735397158,2.448537586,0.2,9,NA,1.119724473,0,50,4,6623,120,"KL",12,-0.5,5.085424217,-0.363348191,1.816482401,0
"609",609,365,365,365,21075,"KL_2016",2016,"-14",-1,4,1,2,2,"5/12/16",133,"nonmast",NA,420,NA,"n","JGR, EBC","wb",0,19,NA,3,"low predator",5,0.735397158,1.318443316,0,9,NA,-0.508965669,0,66.66666667,3,6640,109,"KL",4,-1,3.013584721,-0.712281038,0.679768081,0
"610",610,366,366,366,20632,"KL_2016",2016,"-113",-1,13,1,1,3,"4/26/16",117,"nonmast",NA,420,NA,"n","MMS","grass",0,32,0,2,"low predator",4,0.735397158,0,0.3,4,NA,1.119724473,0,25,4,6595,116,"KL",13,-1,0,-0.490232863,-0.973634567,0
"611",611,380,380,380,19764,"KL_2016",2016,"-212",-2,12,1,2,2,"5/15/16",136,"nonmast",NA,420,NA,"n","SBS",NA,0,32,0,3,"low predator",5,0.735397158,2.071839496,0.2,9,NA,-0.508965669,0,50,4,6525,110,"KL",12,-2,4.332028037,-0.68055987,1.403131739,0
"612",612,381,381,381,19764,"KL_2016",2016,"-212",-2,12,1,1,2,"4/20/16",111,"nonmast",NA,420,NA,"n","FVK",NA,0,32,0,3,"low predator",4,0.735397158,0,0.2,9,NA,-0.508965669,0,50,4,6525,110,"KL",12,-2,0,-0.68055987,-0.973634567,0
"613",613,382,382,382,20857,"KL_2016",2016,"-215",-2,15,1,1,2,"4/26/16",117,"nonmast",NA,420,NA,"n","SBS",NA,0,32,5,2,"low predator",4,0.735397158,0,0,4,NA,-0.508965669,0,0,3,6615,117,"KL",15,-2,0,-0.458511695,-0.973634567,0
"614",614,402,402,402,22016,"KL_2016",2016,"-515",-5,15,1,1,2,"4/20/16",111,"nonmast",NA,420,NA,"n","JGR",NA,0,19,NA,2,"low predator",4,0.735397158,0,0.7,4,NA,-0.508965669,0,25,4,6708,111,"KL",15,-5,0,-0.648838702,-0.973634567,0
"615",615,403,403,403,11020,"KL_2016",2016,"-513",-5,13,1,2,2,"5/11/16",132,"nonmast",NA,420,NA,"n","SBS","grass",0,32,0,4,"low predator",5,0.735397158,1.883490451,0.360555128,16,NA,-0.508965669,0,0,2,7137,107,"KL",13,-5,3.955329947,-0.775723374,1.196456409,0
"616",616,404,404,404,11020,"KL_2016",2016,"-513",-5,13,1,1,2,"4/18/16",109,"nonmast",NA,420,NA,"n","STT","wb",0,32,0,4,"low predator",4,0.735397158,0,0.360555128,16,NA,-0.508965669,0,0,2,7137,107,"KL",13,-5,0,-0.775723374,-0.973634567,0
"617",617,406,406,406,22016,"KL_2016",2016,"-515",-5,15,1,2,2,"5/22/16",143,"nonmast",NA,420,NA,"n","MMS","grass",0,32,NA,1,"low predator",5,0.735397158,1.13009427,0.7,1,NA,-0.508965669,0,25,4,6708,111,"KL",15,-5,2.260188541,-0.648838702,0.266417419,0
"618",618,408,408,408,19561,"KL_2016",2016,"-5.6",-5.5,6,1,2,2,"5/16/16",137,"nonmast",NA,420,NA,"n","JGR","grass",0,32,NA,3,"low predator",5,0.735397158,1.506792361,0.1,9,NA,-0.508965669,0,33.33333333,3,6511,110,"KL",6,-5.5,2.636886631,-0.68055987,0.47309275,0
"619",619,409,409,409,19561,"KL_2016",2016,"-5.6",-5.5,6,1,2,2,"5/14/16",135,"nonmast",NA,420,NA,"n","JGR","grass",0,32,NA,3,"low predator",5,0.735397158,1.506792361,0.1,9,NA,-0.508965669,0,33.33333333,3,6511,110,"KL",6,-5.5,2.636886631,-0.68055987,0.47309275,0
"620",620,411,411,411,13445,"KL_2016",2016,"-75",-7,5,1,2,3,"5/21/16",142,"nonmast",NA,420,NA,"n","ERS",NA,0,19,0,6,"low predator",5,0.735397158,1.13009427,0,36,NA,1.119724473,0,25,4,6490,116,"KL",5,-7,1.883490451,-0.490232863,0.059742088,0
"621",621,412,412,412,13445,"KL_2016",2016,"-75",-7,5,1,1,3,"4/27/16",118,"nonmast",NA,420,NA,"n","DUMMY",NA,0,19,0,6,"low predator",4,0.735397158,0,0,36,NA,1.119724473,0,25,4,6490,116,"KL",5,-7,0,-0.490232863,-0.973634567,0
"622",622,416,416,416,13412,"KL_2016",2016,"-811",-8,11,1,2,3,"5/16/16",137,"nonmast",NA,420,NA,"n","ABM",NA,0,32,12,4,"low predator",5,0.735397158,1.318443316,0.3,16,NA,1.119724473,0,0,1,6487,112,"KL",11,-8,2.071839496,-0.617117534,0.163079753,0
"623",623,525,525,525,21294,"KL_2016",2016,"A15.",1,15.5,1,2,2,"5/21/16",142,"nonmast",99,99,185,"y","SWK","wb",0,32,1,2,"low predator",5,-1.618190158,1.506792361,0.1,4,NA,-0.508965669,1,50,2,6655,115,"KL",15.5,1,3.201933766,-0.521954031,0.783105746,1
"624",624,534,534,534,19769,"KL_2016",2016,"B2",2,2,1,2,3,"5/16/16",137,"nonmast",58,58,80,"y","SWK","grass",0,32,4,3,"low predator",5,-1.918804114,1.318443316,0.1,9,NA,1.119724473,1,100,2,6526,112,"KL",2,2,3.013584721,-0.617117534,0.679768081,1
"625",625,535,535,535,19769,"KL_2016",2016,"B2",2,2,1,1,3,"4/23/16",114,"nonmast",331,331,355,"y","EBC","wb",0,32,4,3,"low predator",4,0.082844911,0,0.1,9,NA,1.119724473,1,100,2,6526,112,"KL",2,2,0,-0.617117534,-0.973634567,1
"626",626,547,547,547,21910,"KL_2016",2016,"C17.",3,17.5,1,1,2,"4/17/16",108,"nonmast",300,300,360,"y","SBS",NA,0,32,0,2,"low predator",4,-0.144448568,0,0.3,4,NA,-0.508965669,1,50,4,6684,107,"KL",17.5,3,0,-0.775723374,-0.973634567,0
"627",627,555,555,555,13288,"KL_2016",2016,"D17.",4,17.5,1,2,2,"5/16/16",137,"nonmast",146,146,180,"y","JST","grass",0,32,5,4,"low predator",5,-1.273583915,1.318443316,0.2,16,NA,-0.508965669,1,50,2,6483,111,"KL",17.5,4,3.013584721,-0.648838702,0.679768081,0
"628",628,576,576,576,20220,"KL_2016",2016,"G16",7,16,1,2,1,"5/9/16",130,"nonmast",377,377,NA,"y","DWI, AEW",NA,0,32,NA,2,"low predator",5,0.420119106,1.695141406,0.1,4,NA,-2.137655811,1,66.66666667,3,6950,103,"KL",16,7,3.201933766,-0.902608046,0.783105746,1
"629",629,577,577,577,20220,"KL_2016",2016,"G16",7,16,1,1,1,"4/14/16",105,"nonmast",284,284,318,"y","STT","wb",0,32,NA,2,"low predator",4,-0.261761331,0,0.1,4,NA,-2.137655811,1,66.66666667,3,6950,103,"KL",16,7,0,-0.902608046,-0.973634567,1
"630",630,607,607,607,19983,"KL_2016",2016,"I11.",9,11.5,1,1,3,"4/10/16",101,"nonmast",NA,NA,NA,"y","SSB","wb",0,32,NA,2,"low predator",4,NA,0,0.1,4,NA,1.119724473,1,50,2,6535,99,"KL",11.5,9,0,-1.029492717,-0.973634567,1
"631",631,608,608,608,19984,"KL_2016",2016,"I11",9,11,1,2,3,"5/7/16",128,"nonmast",173,173,290,"y","STT",NA,0,32,NA,2,"low predator",5,-1.075618627,3.201933766,0.141421356,4,NA,1.119724473,1,50,4,6536,102,"KL",11,9,4.332028037,-0.934329214,1.403131739,0
"632",632,609,609,609,19984,"KL_2016",2016,"I11",9,11,1,1,3,"4/12/16",103,"nonmast",230,230,NA,"y","STT","grass",0,32,NA,2,"low predator",4,-0.657691907,0,0.141421356,4,NA,1.119724473,1,50,4,6536,102,"KL",11,9,0,-0.934329214,-0.973634567,0
"633",633,643,643,643,12427,"KL_2016",2016,"K19",11,19,1,1,3,"4/14/16",105,"nonmast",420,420,NA,"y","SBS","wb",0,32,0,6,"low predator",4,0.735397158,0,0.141421356,36,NA,1.119724473,1,50,2,6455,105,"KL",19,11,0,-0.83916571,-0.973634567,0
"634",634,646,646,646,20191,"KL_2016",2016,"K7.",11,7.5,1,1,3,"4/20/16",111,"nonmast",360,360,NA,"y","ERS","wb",0,32,4,2,"low predator",4,0.295474295,0,0.141421356,4,NA,1.119724473,1,75,4,6553,109,"KL",7.5,11,0,-0.712281038,-0.973634567,0
"635",635,678,678,678,13305,"KL_2016",2016,"M7",13,7,1,1,2,"4/26/16",117,"nonmast",107,107,107,"y","DUMMY",NA,0,32,9,4,"low predator",4,-1.559533776,0,0,16,NA,-0.508965669,1,100,1,6943,117,"KL",7,13,0,-0.458511695,-0.973634567,0
"636",636,699,699,699,20409,"KL_2016",2016,"I.16",9.5,16,1,2,2,"5/10/16",131,"nonmast",215,215,271,"y","AEW","wb",0,32,2,3,"low predator",5,-0.767672623,0.37669809,4.9,9,NA,-0.508965669,1,100,2,6573,107,"KL",16,9.5,3.578631857,-0.775723374,0.989781078,2
"637",637,700,700,700,20409,"KL_2016",2016,"I.16",9.5,16,1,1,2,"4/16/16",107,"nonmast",75,75,91,"y","ABM","grass",0,32,2,3,"low predator",4,-1.794159303,0,4.9,9,NA,-0.508965669,1,100,2,6573,107,"KL",16,9.5,0,-0.775723374,-0.973634567,2
"638",638,799,799,799,19706,"KL_2016",2016,"n.10.",14.5,10.5,1,2,3,"5/12/16",133,"nonmast",140,140,167,"y","AEW","grass",0,32,NA,3,"low predator",5,-1.317576202,0,5.2,9,NA,1.119724473,1,50,2,6520,108,"KL",10.5,14.5,3.201933766,-0.744002206,0.783105746,0
"639",639,851,851,851,19649,"KL_2016",2016,"0.6.",0.5,6.5,1,1,2,"4/14/16",105,"nonmast",100,100,NA,"y","STT","grass",0,32,1,3,"low predator",4,-1.61085811,0,0.1,9,NA,-0.508965669,1,100,1,6517,104,"KL",6.5,0.5,0,-0.870886878,-0.973634567,1
"640",640,862,862,862,20920,"KL_2016",2016,"-0.12",-0.5,12,1,1,3,"4/30/16",121,"nonmast",162,162,192,"y","SBS","grass",0,32,0,2,"low predator",4,-1.156271152,0,0.2,4,NA,1.119724473,1,50,4,6623,120,"KL",12,-0.5,0,-0.363348191,-0.973634567,0
"641",641,864,864,864,20632,"KL_2016",2016,"-113",-1,13,1,2,3,"5/19/16",140,"nonmast",180,180,NA,"y","MMS","cavity",0,32,0,2,"low predator",5,-1.024294293,2.260188541,0.3,4,NA,1.119724473,1,25,4,6595,116,"KL",13,-1,4.520377082,-0.490232863,1.506469405,0
"642",642,869,869,869,19719,"KL_2016",2016,"-1.1.",-1.5,1.5,1,2,2,"5/12/16",133,"nonmast",162,162,235,"y","JST","grass",0,32,0,3,"low predator",5,-1.156271152,0.941745225,0,9,NA,-0.508965669,1,100,2,6522,108,"KL",1.5,-1.5,1.695141406,-0.744002206,-0.043595578,0
"643",643,870,870,870,19719,"KL_2016",2016,"-1.1.",-1.5,1.5,1,1,2,"4/18/16",109,"nonmast",378,378,382,"y","ERS","grass",0,32,0,3,"low predator",4,0.427451154,0,0,9,NA,-0.508965669,1,100,2,6522,108,"KL",1.5,-1.5,0,-0.744002206,-0.973634567,0
"644",644,894,894,894,19561,"KL_2016",2016,"-5.6",-5.5,6,1,1,2,"4/20/16",111,"nonmast",138,138,175,"y","SBS",NA,0,32,NA,3,"low predator",4,-1.332240297,0,0.1,9,NA,-0.508965669,1,33.33333333,3,6511,110,"KL",6,-5.5,0,-0.68055987,-0.973634567,0
"645",645,895,895,895,20537,"KL_2016",2016,"-611",-6,11,1,2,2,"5/18/16",139,"nonmast",270,270,NA,"y","yS",NA,0,32,0,2,"low predator",5,-0.364409999,1.883490451,0.316227766,4,NA,-0.508965669,1,100,2,6589,114,"KL",11,-6,3.390282811,-0.553675199,0.886443412,0
"646",646,896,896,896,20537,"KL_2016",2016,"-611",-6,11,1,1,2,"4/23/16",114,"nonmast",225,225,245,"y","ABM",NA,0,32,0,2,"low predator",4,-0.694352146,0,0.316227766,4,NA,-0.508965669,1,100,2,6589,114,"KL",11,-6,0,-0.553675199,-0.973634567,0
"647",647,903,903,903,19550,"KL_2016",2016,"-73",-7,3,1,2,2,"5/2/16",123,"nonmast",117,117,153,"y","SMK","wb",0,32,0,4,"low predator",5,-1.486213299,0.941745225,0.1,16,NA,-0.508965669,1,100,1,7039,98,"KL",3,-7,1.506792361,-1.061213885,-0.146933243,0
"648",648,26,26,26,21578,"KL_2017",2017,"C2.",3,2.5,1,2,2,"6/12/17",163,"nonmast",NA,420,NA,"n","MMS/ZCF","cavity",1.142857143,19,1,2,"low predator",6,0.735397158,0,0.2,4,1.711111111,-1.083258059,0,50,2,8138,134,"KL",2.5,3,0,0.08074816,-1.234650603,0
"649",649,33,33,33,21910,"KL_2017",2017,"C17",3,17,1,1,3,"5/21/17",141,"nonmast",NA,420,NA,"n","ZCF/MJD","wb",1.142857143,32,0,2,"low predator",5,0.735397158,1.318443316,0.2,4,NA,0.304666329,0,50,4,7842,135,"KL",17,3,2.825235676,0.112469328,0.740148151,0
"650",650,63,63,63,21022,"KL_2017",2017,"F8",6,8,1,1,3,"5/22/17",142,"nonmast",NA,420,NA,"n","MJD/MCS","grass",1.142857143,19,1,3,"low predator",5,0.735397158,1.13009427,0.1,9,NA,0.304666329,0,50,2,7818,139,"KL",8,6,2.825235676,0.239354,0.740148151,0
"651",651,64,64,64,21350,"KL_2017",2017,"F6.",6,6.5,1,2,3,"5/14/17",134,"nonmast",NA,420,NA,"n","BEM/nMI","grass",1.142857143,19,1,3,"low predator",5,0.735397158,1.13009427,0.1,9,NA,0.304666329,0,0,4,7830,110,"KL",6.5,6,3.201933766,-0.68055987,1.003454651,1
"652",652,65,65,65,21350,"KL_2017",2017,"F6.",6,6.5,1,1,3,"4/20/17",110,"nonmast",NA,420,NA,"n","nMI/EEM","grass",1.142857143,19,1,3,"low predator",4,0.735397158,0,0.1,9,NA,0.304666329,0,0,4,7830,110,"KL",6.5,6,0,-0.68055987,-1.234650603,1
"653",653,79,79,79,20220,"KL_2017",2017,"G16",7,16,1,1,1,"5/31/17",151,"nonmast",NA,420,NA,"n","HLS/MCS","wb",1.142857143,19,NA,3,"low predator",5,0.735397158,1.318443316,0.1,9,NA,-2.471182447,0,66.66666667,3,7911,143,"KL",16,7,3.013584721,0.366238671,0.871801401,0
"654",654,105,105,105,20297,"KL_2017",2017,"H6",8,6,1,2,2,"6/24/17",175,"nonmast",NA,420,NA,"n","MMS/MJD","grass",1.142857143,19,0,3,"low predator",6,0.735397158,0,0.360555128,9,NA,-1.083258059,0,0,2,7777,150,"KL",6,8,0,0.588286847,-1.234650603,0
"655",655,106,106,106,20297,"KL_2017",2017,"H6",8,6,1,1,3,"5/31/17",151,"nonmast",NA,420,NA,"n","HLS/MJD","bucket",1.142857143,19,0,3,"low predator",5,0.735397158,1.318443316,0.360555128,9,NA,0.304666329,0,0,2,7777,150,"KL",6,8,3.578631857,0.588286847,1.266761152,0
"656",656,115,115,115,21155,"KL_2017",2017,"C.0.",3.5,0.5,1,1,3,"4/23/17",113,"nonmast",NA,420,NA,"n","SWK/LEP/ZCF","grass",1.142857143,19,1,3,"low predator",4,0.735397158,0,5,9,NA,0.304666329,0,33.33333333,3,7822,112,"KL",0.5,3.5,0,-0.617117534,-1.234650603,1
"657",657,117,117,117,21396,"KL_2017",2017,"C.9",3.5,9,1,2,3,"6/7/17",158,"nonmast",NA,420,NA,"n","MMS/MJD","wb",1.142857143,19,0,3,"low predator",6,0.735397158,0,5.015974482,9,NA,0.304666329,0,25,4,7833,135,"KL",9,3.5,0,0.112469328,-1.234650603,0
"658",658,125,125,125,19984,"KL_2017",2017,"I11",9,11,1,2,4,"5/30/17",150,"nonmast",NA,420,NA,"n","DUMMY","grass",1.142857143,19,NA,3,"low predator",5,0.735397158,2.071839496,0.141421356,9,NA,1.692590717,0,50,4,8042,125,"KL",11,9,3.390282811,-0.204742351,1.135107901,0
"659",659,126,126,126,19984,"KL_2017",2017,"I11",9,11,1,1,4,"5/7/17",127,"nonmast",NA,420,NA,"n","HLS/ARM","wb",1.142857143,19,NA,3,"low predator",5,0.735397158,2.071839496,0.141421356,9,NA,1.692590717,0,50,4,8042,125,"KL",11,9,3.390282811,-0.204742351,1.135107901,0
"660",660,127,127,127,20295,"KL_2017",2017,"I5.",9,5.5,1,1,3,"4/29/17",119,"nonmast",NA,420,NA,"n","JGR/AJM","grass",1.142857143,19,2,3,"low predator",4,0.735397158,0,1,9,NA,0.304666329,0,50,2,7776,119,"KL",5.5,9,0,-0.395069359,-1.234650603,0
"661",661,150,150,150,20995,"KL_2017",2017,"J11",10,11,1,2,4,"6/5/17",156,"nonmast",NA,420,NA,"n","nMI","grass",1.142857143,19,0,3,"low predator",6,0.735397158,0,0.141421356,9,NA,1.692590717,0,50,2,7816,128,"KL",11,10,0,-0.109578848,-1.234650603,0
"662",662,165,165,165,21215,"KL_2017",2017,"K17.",11,17.5,1,2,3,"6/2/17",153,"nonmast",NA,420,NA,"n","JBF/nMI","wb",1.142857143,19,NA,3,"low predator",6,0.735397158,0,0.1,9,NA,0.304666329,0,0,4,7823,128,"KL",17.5,11,0,-0.109578848,-1.234650603,0
"663",663,166,166,166,21215,"KL_2017",2017,"K17.",11,17.5,1,1,3,"5/10/17",130,"nonmast",NA,420,NA,"n","ZCF/nMI/LEP","cavity",1.142857143,19,NA,3,"low predator",5,0.735397158,0.941745225,0.1,9,NA,0.304666329,0,0,4,7823,128,"KL",17.5,11,3.013584721,-0.109578848,0.871801401,0
"664",664,185,185,185,20734,"KL_2017",2017,"L13.",12,13.5,1,1,3,"5/23/17",143,"nonmast",NA,420,NA,"n","MMS/MJD","wb",1.142857143,19,0,3,"low predator",5,0.735397158,1.506792361,0.2,9,NA,0.304666329,0,50,2,7798,140,"KL",13.5,12,3.578631857,0.271075167,1.266761152,0
"665",665,231,231,231,20685,"KL_2017",2017,"I.3.",9.5,3.5,1,1,3,"5/23/17",143,"nonmast",NA,420,NA,"n","JBF/MMS/MJD","grass",1.142857143,19,NA,3,"low predator",5,0.735397158,0.941745225,5.008991915,9,NA,0.304666329,0,50,2,7794,142,"KL",3.5,9.5,3.013584721,0.334517503,0.871801401,0
"666",666,267,267,267,21199,"KL_2017",2017,"K.20",11.5,20,1,2,1,"6/15/17",166,"nonmast",NA,420,NA,"n","JBF","grass",1.142857143,19,0,3,"low predator",6,0.735397158,0,5.2,9,NA,-2.471182447,0,50,2,8047,134,"KL",20,11.5,0,0.08074816,-1.234650603,0
"667",667,360,360,360,20920,"KL_2017",2017,"-0.12",-0.5,12,1,2,3,"6/12/17",163,"nonmast",NA,420,NA,"n","ZCF/MMS","grass",1.142857143,19,0,3,"low predator",6,0.735397158,0,0.2,9,1.248,0.304666329,0,50,4,7812,138,"KL",12,-0.5,0,0.207632832,-1.234650603,0
"668",668,363,363,363,20632,"KL_2017",2017,"-1,13",-1,13,1,2,1,"6/8/17",159,"nonmast",NA,420,NA,"n","HLS/MJD","grass",1.142857143,19,0,3,"low predator",6,0.735397158,0,0.3,9,NA,-2.471182447,0,25,4,7792,134,"KL",13,-1,0,0.08074816,-1.234650603,0
"669",669,364,364,364,20632,"KL_2017",2017,"-1,13",-1,13,1,1,3,"5/21/17",141,"nonmast",NA,420,NA,"n","MJT","wb",1.142857143,19,0,3,"low predator",5,0.735397158,1.883490451,0.3,9,NA,0.304666329,0,25,4,7792,134,"KL",13,-1,3.766980902,0.08074816,1.398414403,0
"670",670,367,367,367,21342,"KL_2017",2017,"-1.8.",-1.5,8.5,1,1,3,"5/15/17",135,"nonmast",NA,420,NA,"n","ZCF/nMI","wb",1.142857143,19,1,3,"low predator",5,0.735397158,0.75339618,0.360555128,9,NA,0.304666329,0,50,2,7828,133,"KL",8.5,-1.5,2.448537586,0.049026992,0.47684165,1
"671",671,375,375,375,20857,"KL_2017",2017,"-215",-2,15,1,2,3,"5/28/17",148,"nonmast",NA,420,NA,"n","nKP/ARM","wb",1.142857143,19,5,3,"low predator",5,0.735397158,1.318443316,0,9,NA,0.304666329,0,0,3,8131,122,"KL",15,-2,3.201933766,-0.299905855,1.003454651,2
"672",672,376,376,376,20857,"KL_2017",2017,"-215",-2,15,1,1,3,"5/10/17",130,"nonmast",NA,420,NA,"n","nKP/MCS","grass",1.142857143,19,5,3,"low predator",5,0.735397158,1.318443316,0,9,NA,0.304666329,0,0,3,8131,122,"KL",15,-2,3.201933766,-0.299905855,1.003454651,2
"673",673,377,377,377,21366,"KL_2017",2017,"-27",-2,7,1,2,1,"6/21/17",172,"nonmast",NA,420,NA,"n","nMI","wb",1.142857143,19,1,3,"low predator",6,0.735397158,0,1.992485885,9,1.912903226,-2.471182447,0,50,2,7933,140,"KL",7,-2,0,0.271075167,-1.234650603,1
"674",674,385,385,385,21137,"KL_2017",2017,"-2.4.",-2.5,4.5,1,2,3,"5/24/17",144,"nonmast",NA,420,NA,"n","nKP/ARM/SB","wb",1.142857143,19,0,3,"low predator",5,0.735397158,0.941745225,0.2,9,NA,0.304666329,0,0,2,7930,119,"KL",4.5,-2.5,2.260188541,-0.395069359,0.3451884,0
"675",675,386,386,386,21137,"KL_2017",2017,"-2.4.",-2.5,4.5,1,1,4,"4/30/17",120,"nonmast",NA,420,NA,"n","JGR/MMS","grass",1.142857143,19,0,3,"low predator",4,0.735397158,0,0.2,9,NA,1.692590717,0,0,2,7930,119,"KL",4.5,-2.5,0,-0.395069359,-1.234650603,0
"676",676,391,391,391,21382,"KL_2017",2017,"-3,13",-3,13,1,2,3,"6/10/17",161,"nonmast",NA,420,NA,"n","nKP/ARM","wb",1.142857143,19,0,3,"low predator",6,0.735397158,0,0,9,NA,0.304666329,0,50,2,7832,136,"KL",13,-3,0,0.144190496,-1.234650603,0
"677",677,401,401,401,22008,"KL_2017",2017,"-59",-5,9,1,1,3,"5/6/17",126,"nonmast",NA,420,NA,"n","nMI/MCS","grass",1.142857143,19,1,3,"low predator",5,0.735397158,1.318443316,0.5,9,NA,0.304666329,0,50,2,7850,124,"KL",9,-5,2.825235676,-0.236463519,0.740148151,1
"678",678,405,405,405,22016,"KL_2017",2017,"-515",-5,15,1,1,2,"5/4/17",124,"nonmast",NA,420,NA,"n","HLS/MJD","wb",1.142857143,32,NA,1,"low predator",5,0.735397158,1.13009427,0.7,1,NA,-1.083258059,0,25,4,7947,123,"KL",15,-5,2.260188541,-0.268184687,0.3451884,1
"679",679,410,410,410,20867,"KL_2017",2017,"-6.10.",-6.5,10.5,1,1,3,"5/25/17",145,"nonmast",NA,420,NA,"n","MMS/MJD","grass",1.142857143,19,0,3,"low predator",5,0.735397158,1.318443316,0.3,9,NA,0.304666329,0,0,1,7810,143,"KL",10.5,-6.5,2.825235676,0.366238671,0.740148151,0
"680",680,413,413,413,13445,"KL_2017",2017,"-7,5",-7,5,1,1,4,"5/23/17",143,"nonmast",NA,420,NA,"n","MMS/JBF","wb",1.142857143,32,0,5,"low predator",5,0.735397158,0.75339618,0,25,NA,1.692590717,0,25,4,7904,141,"KL",5,-7,1.506792361,0.302796335,-0.181424601,0
"681",681,531,531,531,20628,"KL_2017",2017,"B15.",2,15.5,1,2,3,"6/7/17",158,"nonmast",99,99,122,"y","HLS","wb",1.142857143,19,NA,3,"low predator",6,-1.618190158,0,0.223606798,9,NA,0.304666329,1,100,2,7790,133,"KL",15.5,2,0,0.049026992,-1.234650603,0
